Time,Cash
14:02:25,10.015706158265152
14:02:28,10.02889020157338
14:02:30,10.04467388808015
14:02:32,10.060568292136507
14:02:35,10.076627620857144
14:02:37,10.088788202259446
14:02:39,10.100963459180742
14:02:42,10.10929169379706
14:02:44,10.121940439564339
14:02:46,10.138184258443623
14:02:48,10.154454145610242
14:02:51,10.170750142898918
14:02:53,10.179559368622689
14:02:55,10.195873896491495
14:02:58,10.211778721316184
14:03:00,10.224162932477785
14:03:02,10.236562162441722
14:03:05,10.25223510637675
14:03:07,10.267986823967329
14:03:09,10.284080950235348
14:03:11,10.296552845050778
14:03:14,10.311591509540529
14:03:16,10.324046663927948
14:03:18,10.333616948788952
14:03:20,10.346231184218903
14:03:23,10.358706073021898
14:03:25,10.375318785630284
14:03:27,10.389064843717819
14:03:30,10.402829113690391
14:03:32,10.419646005083885
14:03:34,10.436423265514874
14:03:37,10.450250279739492
14:03:39,10.46409561310636
14:03:41,10.480944444361299
14:03:43,10.490660171847823
14:03:46,10.504559043494885
